provider,count_duplicate_suspect ∩ peer_z>3,count_outlier(IQR|MAD) ∩ top1pct,count_overcharge_rule ∩ top1pct,count_short_stay_high_zpay_ip ∩ top1pct,amt_duplicate_suspect ∩ peer_z>3,amt_outlier(IQR|MAD) ∩ top1pct,amt_overcharge_rule ∩ top1pct,amt_short_stay_high_zpay_ip ∩ top1pct,total_flagged_claims,total_flagged_dollars,rank_count_duplicate_suspect ∩ peer_z>3,rank_count_outlier(IQR|MAD) ∩ top1pct,rank_count_overcharge_rule ∩ top1pct,rank_count_short_stay_high_zpay_ip ∩ top1pct,rank_amt_duplicate_suspect ∩ peer_z>3,rank_amt_outlier(IQR|MAD) ∩ top1pct,rank_amt_overcharge_rule ∩ top1pct,rank_amt_short_stay_high_zpay_ip ∩ top1pct,composite_risk_score
PRV51277,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV52439,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV52487,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV52905,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV53222,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV53362,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV53388,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV54681,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV55187,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
PRV55513,0,1,0,0,0.0,3300.0,0.0,0.0,1,3300.0,0.5007115749525617,0.7590132827324478,0.9871916508538899,0.5040322580645161,0.5007115749525617,0.8095351043643264,0.9871916508538899,0.5040322580645161,0.6940524193548387
